Error J1	Error J2	Position J1	Position J2	desTorque1	desTorque2	coriolis1	coriolis2	grav1	grav2	time	
-0.0943137	0.298657	-2.00008	-0.298657	-0.00563873	-0.00229035	2.86125e-05	-2.37717e-05	-163.229	-73.393	15.6667	
-0.0941617	0.298263	-2.00023	-0.298263	-0.00459838	-0.00236782	1.58068e-05	-2.5077e-05	-163.238	-73.4088	15.7	
-0.0939978	0.297851	-2.0004	-0.297851	-0.000950337	-0.000765842	5.80023e-06	-2.33855e-05	-163.248	-73.4251	15.7333	
-0.0938315	0.297444	-2.00056	-0.297444	0.00530533	0.00251476	1.03697e-06	-2.09676e-05	-163.257	-73.4408	15.7667	
-0.0936727	0.297066	-2.00072	-0.297066	0.0141685	0.00747313	2.1119e-06	-1.98521e-05	-163.264	-73.4551	15.8	
-0.0935309	0.29674	-2.00086	-0.29674	0.0256388	0.0141086	1.18868e-05	-2.1933e-05	-163.271	-73.4671	15.8333	
-0.0932614	0.296134	-2.00113	-0.296134	0.00646825	0.000141016	6.20957e-05	-3.25586e-05	-163.281	-73.4891	15.9028	
-0.0932326	0.295995	-2.00116	-0.295995	0.00519505	0.00638355	3.28109e-05	-2.40818e-05	-163.287	-73.4963	15.9028	
-0.0931146	0.295714	-2.00128	-0.295714	0.0244422	0.0141269	3.10438e-05	-3.33549e-05	-163.293	-73.507	15.9371	
-0.0924148	0.294314	-2.00198	-0.294314	0.0357093	0.00347738	0.000100156	-1.97505e-05	-163.31	-73.5526	16.0399	
-0.0926128	0.29443	-2.00178	-0.29443	-0.113056	-0.0505577	3.65184e-05	-1.73875e-05	-163.324	-73.558	16.0399	
-0.0933919	0.296419	-2.001	-0.296419	0.350641	0.214884	2.81317e-05	-2.39091e-05	-163.277	-73.479	15.8667	
-0.093238	0.296047	-2.00116	-0.296047	0.0122738	0.00657912	3.88781e-05	-2.16267e-05	-163.285	-73.4932	15.9	
-0.0930773	0.295648	-2.00132	-0.295648	0.00274429	0.0012664	4.29764e-05	-1.76801e-05	-163.294	-73.5088	15.9333	
-0.092918	0.295241	-2.00148	-0.295241	-0.00323261	-0.00190606	4.22144e-05	-1.43772e-05	-163.303	-73.525	15.9667	
-0.0927682	0.294849	-2.00163	-0.294849	-0.00565499	-0.00293801	3.93997e-05	-1.33206e-05	-163.313	-73.5408	16	
-0.0926361	0.294494	-2.00176	-0.294494	-0.00452084	-0.00182908	3.68763e-05	-1.61333e-05	-163.322	-73.5553	16.0333	
-0.0923758	0.293775	-2.00202	-0.293775	-0.0752821	-0.0434326	3.05569e-05	-3.50622e-05	-163.341	-73.5852	16.1085	
-0.0923258	0.293703	-2.00207	-0.293703	0.0728174	0.0419527	2.84728e-05	-2.27786e-05	-163.34	-73.5866	16.1085	
-0.0922183	0.29342	-2.00218	-0.29342	0.0106213	0.00696805	4.86444e-05	-2.91297e-05	-163.347	-73.5981	16.1428	
-0.0916357	0.291647	-2.00276	-0.291647	-0.342592	-0.195816	-4.22509e-06	-3.38125e-05	-163.401	-73.6756	16.2456	
-0.0917136	0.292162	-2.00268	-0.292162	0.284239	0.15883	1.54799e-05	-1.9352e-05	-163.376	-73.6472	16.2456	
-0.0925122	0.294157	-2.00188	-0.294157	0.330641	0.204437	3.24386e-05	-2.15993e-05	-163.331	-73.5692	16.0667	
-0.0923688	0.293781	-2.00203	-0.293781	-0.00359499	-0.00166905	2.29871e-05	-2.28403e-05	-163.34	-73.5844	16.1	
-0.0922134	0.293384	-2.00218	-0.293384	-0.00218553	-0.00126512	1.36492e-05	-2.10998e-05	-163.349	-73.6001	16.1333	
-0.0920544	0.292986	-2.00234	-0.292986	0.00173485	0.000728404	7.67307e-06	-1.84973e-05	-163.358	-73.6157	16.1667	
-0.0919005	0.292609	-2.00249	-0.292609	0.00816637	0.00431096	6.33091e-06	-1.69021e-05	-163.366	-73.6303	16.2	
-0.0917601	0.292272	-2.00263	-0.292272	0.0171091	0.00948206	1.11783e-05	-1.79261e-05	-163.373	-73.6431	16.2333	
-0.0913767	0.291373	-2.00302	-0.291373	-0.037629	-0.0267634	7.27838e-05	-3.51388e-05	-163.391	-73.6766	16.3376	
-0.0913178	0.291142	-2.00308	-0.291142	-0.016325	-0.00614324	3.26139e-05	-1.91849e-05	-163.4	-73.6878	16.3376	
-0.0912092	0.290867	-2.00319	-0.290867	0.0171138	0.0103546	3.25633e-05	-3.1984e-05	-163.406	-73.6986	16.3836	
-0.0901157	0.288671	-2.00428	-0.288671	0.0175643	-0.0171794	0.000149017	-3.11908e-05	-163.433	-73.7703	16.5217	
-0.0914284	0.291494	-2.00297	-0.291494	0.221356	0.160139	6.16806e-05	-3.24132e-05	-163.389	-73.6721	16.3235	
-0.0913863	0.291329	-2.00301	-0.291329	0.00438633	0.00543156	7.7829e-05	-8.44147e-05	-163.395	-73.6801	16.3235	
-0.0909356	0.29031	-2.00346	-0.29031	-0.0305336	-0.0248583	3.32045e-05	-3.0945e-05	-163.413	-73.7171	16.3624	
-0.0917994	0.29227	-2.0026	-0.29227	0.228681	0.151423	-3.76091e-05	-4.42995e-05	-163.378	-73.6457	16.4793	
-0.0915162	0.2917	-2.00288	-0.2917	0.0456307	0.0206944	4.47598e-05	-2.80406e-05	-163.385	-73.6644	16.2995	
-0.091496	0.29162	-2.0029	-0.29162	0.0316262	0.0206583	2.95257e-05	-2.10263e-05	-163.388	-73.6683	16.2995	
-0.0914078	0.291398	-2.00299	-0.291398	0.0248365	0.0150859	3.04006e-05	-2.81715e-05	-163.393	-73.677	16.3265	
-0.0909133	0.290338	-2.00348	-0.290338	-0.00257004	-0.011122	5.84075e-05	-2.40182e-05	-163.409	-73.7138	16.4074	
-0.0910275	0.290451	-2.00337	-0.290451	-0.0121057	0.000996685	3.20523e-05	-2.16386e-05	-163.414	-73.7139	16.4074	
-0.0916326	0.29197	-2.00276	-0.29197	0.268538	0.165388	2.35336e-05	-2.14381e-05	-163.38	-73.6544	16.2667	
-0.0914924	0.291628	-2.0029	-0.291628	0.0137402	0.00766771	3.10098e-05	-2.14482e-05	-163.387	-73.6676	16.3	
-0.0913444	0.291259	-2.00305	-0.291259	0.00629518	0.00344863	3.27427e-05	-1.96218e-05	-163.395	-73.682	16.3333	
-0.0911965	0.290884	-2.0032	-0.290884	0.00282476	0.00158541	3.18111e-05	-1.85132e-05	-163.404	-73.6967	16.3667	
-0.0910566	0.290526	-2.00334	-0.290526	0.00333153	0.00207877	3.16629e-05	-2.04933e-05	-163.412	-73.7109	16.4	
-0.0907578	0.289757	-2.00364	-0.289757	-0.0602813	-0.0364991	3.63102e-05	-3.57464e-05	-163.43	-73.7415	16.4768	
-0.0907191	0.289684	-2.00368	-0.289684	0.0584287	0.034432	2.89739e-05	-2.4369e-05	-163.431	-73.7437	16.4768	
-0.090604	0.289391	-2.00379	-0.289391	0.0139974	0.0084657	4.55177e-05	-3.33128e-05	-163.438	-73.7552	16.5116	
-0.0899011	0.287502	-2.00449	-0.287502	-0.268879	-0.159537	1.20213e-05	-2.64831e-05	-163.486	-73.8324	16.6158	
-0.0900722	0.288071	-2.00432	-0.288071	0.204727	0.118623	1.83286e-05	-1.80581e-05	-163.467	-73.8065	16.6158	
-0.0909196	0.290175	-2.00348	-0.290175	0.33927	0.209944	3.13877e-05	-2.44957e-05	-163.42	-73.7248	16.4333	
-0.0907647	0.289784	-2.00363	-0.289784	0.000539685	0.000143904	2.56543e-05	-2.37483e-05	-163.429	-73.7402	16.4667	
-0.0905996	0.28937	-2.0038	-0.28937	-0.0006705	-0.000798692	1.8443e-05	-2.02593e-05	-163.439	-73.7563	16.5	
-0.0904332	0.288957	-2.00396	-0.288957	0.000886824	-9.79099e-06	1.29913e-05	-1.65559e-05	-163.448	-73.7724	16.5333	
-0.0902742	0.288565	-2.00412	-0.288565	0.00521216	0.0025101	1.10129e-05	-1.45335e-05	-163.456	-73.7876	16.5667	
-0.0901316	0.288216	-2.00426	-0.288216	0.0123059	0.00676058	1.4058e-05	-1.57292e-05	-163.464	-73.801	16.6	
-0.0897238	0.287229	-2.00467	-0.287229	-0.0634743	-0.0412664	6.75111e-05	-4.22824e-05	-163.485	-73.8386	16.7136	
-0.0896311	0.286953	-2.00476	-0.286953	-0.00277651	5.7481e-05	2.9415e-05	-1.9833e-05	-163.493	-73.8504	16.7136	
-0.0895301	0.286695	-2.00487	-0.286695	0.0186927	0.0113148	3.45855e-05	-3.05148e-05	-163.499	-73.8606	16.7625	
-0.0884721	0.284345	-2.00592	-0.284345	-0.122719	-0.0910225	0.000142036	-6.11322e-05	-163.538	-73.9444	16.9093	
-0.0897995	0.287412	-2.0046	-0.287412	0.355648	0.231817	5.43488e-05	-3.61664e-05	-163.481	-73.8316	16.6924	
-0.0897427	0.287243	-2.00465	-0.287243	0.0202278	0.0133884	8.98703e-05	-8.48034e-05	-163.486	-73.8389	16.6924	
-0.0893041	0.286202	-2.00509	-0.286202	-0.0591161	-0.0397863	3.50646e-05	-2.98652e-05	-163.506	-73.8779	16.7307	
-0.0902154	0.288344	-2.00418	-0.288344	0.284337	0.182087	-9.22866e-06	-2.54967e-05	-163.464	-73.7981	16.8456	
-0.0898828	0.287613	-2.00451	-0.287613	0.00549999	-0.00222416	4.1444e-05	-2.99792e-05	-163.477	-73.8239	16.669	
-0.0898554	0.287532	-2.00454	-0.287532	0.039078	0.0243159	2.75614e-05	-2.03033e-05	-163.479	-73.8274	16.669	
-0.089775	0.287326	-2.00462	-0.287326	0.0260651	0.0158571	3.19521e-05	-2.73239e-05	-163.484	-73.8356	16.6956	
-0.0892929	0.286216	-2.0051	-0.286216	-0.0496728	-0.035947	5.0581e-05	-3.0794e-05	-163.504	-73.8763	16.7754	
-0.0893868	0.286363	-2.00501	-0.286363	0.0336522	0.0247642	3.05661e-05	-2.23567e-05	-163.505	-73.8729	16.7754	
-0.0900065	0.287912	-2.00439	-0.287912	0.269874	0.166098	2.37486e-05	-2.07593e-05	-163.47	-73.8126	16.6333	
-0.0898675	0.287569	-2.00453	-0.287569	0.0120098	0.00669082	2.93002e-05	-2.22478e-05	-163.478	-73.8258	16.6667	
-0.0897176	0.287196	-2.00468	-0.287196	0.00598915	0.00315504	2.99221e-05	-2.09525e-05	-163.486	-73.8403	16.7	
-0.0895661	0.286816	-2.00483	-0.286816	0.00354399	0.00179238	2.88671e-05	-1.97001e-05	-163.495	-73.8551	16.7333	
-0.0894221	0.286452	-2.00497	-0.286452	0.00467585	0.0026029	2.96305e-05	-2.11563e-05	-163.503	-73.8694	16.7667	
-0.0891754	0.285826	-2.00522	-0.285826	-0.0342649	-0.0211209	3.78684e-05	-3.19126e-05	-163.517	-73.894	16.8286	
-0.0891547	0.285781	-2.00524	-0.285781	0.0537269	0.0322911	3.16599e-05	-2.49552e-05	-163.518	-73.8956	16.8286	
-0.0890561	0.285531	-2.00534	-0.285531	0.0205852	0.012366	4.17395e-05	-3.15073e-05	-163.524	-73.9054	16.8552	
-0.0885679	0.284272	-2.00583	-0.284272	-0.135853	-0.0822163	2.56542e-05	-2.52806e-05	-163.553	-73.9553	16.935	
-0.0886657	0.284553	-2.00573	-0.284553	0.112772	0.0671511	3.02531e-05	-2.3917e-05	-163.545	-73.9435	16.935	
-0.0892839	0.286102	-2.00511	-0.286102	0.272241	0.167136	3.20161e-05	-2.48746e-05	-163.511	-73.8831	16.8	
-0.0891325	0.285721	-2.00526	-0.285721	0.00291126	0.00143682	2.99842e-05	-2.44952e-05	-163.519	-73.898	16.8333	
-0.0889746	0.285325	-2.00542	-0.285325	0.00156335	0.000529354	2.67513e-05	-2.23282e-05	-163.528	-73.9134	16.8667	
-0.0888185	0.284935	-2.00558	-0.284935	0.00260003	0.00112734	2.56364e-05	-2.11729e-05	-163.537	-73.9286	16.9	
-0.0886725	0.284569	-2.00572	-0.284569	0.00602146	0.00323024	2.9836e-05	-2.36469e-05	-163.545	-73.9428	16.9333	
-0.0882297	0.28346	-2.00617	-0.28346	-0.0973753	-0.0603512	6.43168e-05	-4.53458e-05	-163.57	-73.986	17.0407	
-0.088147	0.283238	-2.00625	-0.283238	0.0183269	0.0115445	3.06069e-05	-2.18839e-05	-163.575	-73.995	17.0407	
-0.0880319	0.282944	-2.00636	-0.282944	0.013101	0.00784765	4.86239e-05	-3.72833e-05	-163.582	-74.0066	17.0936	
-0.0866173	0.279461	-2.00778	-0.279461	-0.397602	-0.247503	7.81709e-05	-4.68944e-05	-163.657	-74.1403	17.2523	
-0.0883269	0.283704	-2.00607	-0.283704	0.625972	0.386481	5.56453e-05	-3.9987e-05	-163.564	-73.9765	17.0171	
-0.088277	0.28357	-2.00612	-0.28357	0.0334857	0.0205746	0.000156507	-0.000122632	-163.568	-73.982	17.0171	
-0.0876741	0.282065	-2.00672	-0.282065	-0.149408	-0.0925923	4.80063e-05	-3.65006e-05	-163.601	-74.0403	17.0582	
-0.0890936	0.285595	-2.0053	-0.285595	0.533888	0.329508	0.000142147	-0.000138169	-163.523	-73.9036	17.1815	
-0.0884643	0.284048	-2.00593	-0.284048	-0.144062	-0.090527	4.44443e-05	-3.29827e-05	-163.557	-73.9631	16.9838	
-0.0884466	0.284	-2.00595	-0.284	0.0484206	0.029477	2.7201e-05	-1.99446e-05	-163.558	-73.9651	16.9838	
-0.088383	0.283838	-2.00601	-0.283838	0.0322627	0.0195496	4.26979e-05	-3.26274e-05	-163.562	-73.9715	17.0083	
-0.0877787	0.282337	-2.00662	-0.282337	-0.145287	-0.0904371	4.80993e-05	-3.43418e-05	-163.595	-74.0295	17.0816	
-0.0879727	0.282804	-2.00642	-0.282804	0.112282	0.0694682	3.50345e-05	-2.57528e-05	-163.585	-74.0118	17.0816	
-0.0885253	0.2842	-2.00587	-0.2842	0.255894	0.156372	3.45021e-05	-2.62356e-05	-163.553	-73.9572	16.9667	
-0.0883634	0.283792	-2.00603	-0.283792	-0.0010559	-0.00101052	3.28423e-05	-2.42939e-05	-163.563	-73.9731	17	
-0.0881976	0.283374	-2.0062	-0.283374	-0.00313114	-0.00223747	3.0176e-05	-2.19705e-05	-163.572	-73.9895	17.0333	
-0.0880387	0.282971	-2.00636	-0.282971	-0.00125525	-0.0010511	3.16069e-05	-2.30584e-05	-163.581	-74.0053	17.0667	
-0.0877099	0.282138	-2.00669	-0.282138	-0.0641828	-0.039423	5.67392e-05	-4.29773e-05	-163.6	-74.0379	17.1428	
-0.0876714	0.282042	-2.00672	-0.282042	0.0437811	0.0263557	3.92732e-05	-2.92478e-05	-163.602	-74.0416	17.1428	
-0.0875588	0.281756	-2.00684	-0.281756	0.0148678	0.00883241	5.14838e-05	-3.77707e-05	-163.609	-74.0528	17.1734	
-0.0869277	0.280145	-2.00747	-0.280145	-0.182199	-0.11085	4.66471e-05	-3.62566e-05	-163.646	-74.1162	17.2653	
-0.0870472	0.28046	-2.00735	-0.28046	0.108065	0.0650416	3.39773e-05	-2.5077e-05	-163.638	-74.1035	17.2653	
-0.0878896	0.282594	-2.00651	-0.282594	0.364089	0.22213	3.9323e-05	-2.91905e-05	-163.59	-74.0201	17.1	
-0.0877235	0.282173	-2.00667	-0.282173	-0.0041881	-0.00282982	4.04267e-05	-3.03724e-05	-163.599	-74.0365	17.1333	
-0.0875456	0.281722	-2.00685	-0.281722	-0.0084111	-0.00542486	3.63106e-05	-2.74666e-05	-163.609	-74.0542	17.1667	
-0.0873658	0.281267	-2.00703	-0.281267	-0.00903619	-0.0058156	3.14672e-05	-2.38156e-05	-163.62	-74.072	17.2	
-0.0871943	0.280833	-2.0072	-0.280833	-0.00606208	-0.00400244	2.96386e-05	-2.2241e-05	-163.63	-74.089	17.2333	
-0.0867869	0.2798	-2.00761	-0.2798	-0.092697	-0.0568288	5.27978e-05	-3.78353e-05	-163.653	-74.1293	17.3265	
-0.086757	0.279722	-2.00764	-0.279722	0.044202	0.0267485	3.47033e-05	-2.49907e-05	-163.655	-74.1324	17.3265	
-0.0866569	0.279468	-2.00774	-0.279468	0.0190914	0.0113859	4.94921e-05	-3.58281e-05	-163.661	-74.1424	17.3571	
-0.0859575	0.277695	-2.00844	-0.277695	-0.199935	-0.122109	4.56118e-05	-3.13893e-05	-163.701	-74.2117	17.4489	
-0.0861474	0.278169	-2.00825	-0.278169	0.121785	0.0741892	3.16845e-05	-2.228e-05	-163.69	-74.1933	17.4489	
-0.0870412	0.280445	-2.00735	-0.280445	0.390266	0.237277	3.43566e-05	-2.53357e-05	-163.638	-74.1041	17.2667	
-0.0868871	0.280054	-2.00751	-0.280054	-0.000256821	-0.000430789	3.84434e-05	-2.7896e-05	-163.647	-74.1194	17.3	
-0.0867172	0.279622	-2.00768	-0.279622	-0.00654397	-0.00423406	3.5564e-05	-2.54747e-05	-163.657	-74.1363	17.3333	
-0.0865416	0.279175	-2.00785	-0.279175	-0.00906931	-0.00574944	3.02735e-05	-2.14366e-05	-163.667	-74.1539	17.3667	
-0.0863702	0.278738	-2.00802	-0.278738	-0.00783128	-0.00497718	2.66855e-05	-1.87371e-05	-163.677	-74.171	17.4	
-0.0862132	0.278338	-2.00818	-0.278338	-0.00282839	-0.00191743	2.81248e-05	-1.9724e-05	-163.686	-74.1867	17.4333	
-0.0858477	0.277403	-2.00855	-0.277403	-0.0824702	-0.0501927	5.87726e-05	-4.18542e-05	-163.708	-74.2234	17.5234	
-0.0857919	0.277262	-2.0086	-0.277262	0.0359378	0.021551	3.54155e-05	-2.4987e-05	-163.711	-74.2289	17.5234	
-0.0856775	0.276969	-2.00872	-0.276969	0.0124729	0.00740062	4.94556e-05	-3.45498e-05	-163.718	-74.2404	17.5607	
-0.0848846	0.274933	-2.00951	-0.274933	-0.251119	-0.151882	5.21916e-05	-3.76131e-05	-163.764	-74.3205	17.6724	
-0.085054	0.275374	-2.00934	-0.275374	0.126292	0.0758955	2.44105e-05	-1.71003e-05	-163.754	-74.303	17.6724	
-0.0860719	0.277977	-2.00832	-0.277977	0.443475	0.268798	3.59101e-05	-2.53465e-05	-163.695	-74.2009	17.4667	
-0.0859118	0.277567	-2.00848	-0.277567	-0.00445241	-0.00288253	3.74803e-05	-2.6614e-05	-163.704	-74.217	17.5	
-0.085736	0.277118	-2.00866	-0.277118	-0.010395	-0.00649186	3.31583e-05	-2.36687e-05	-163.714	-74.2346	17.5333	
-0.0855545	0.276654	-2.00884	-0.276654	-0.0125927	-0.0078287	2.67627e-05	-1.9178e-05	-163.725	-74.2528	17.5667	
-0.0853772	0.276201	-2.00902	-0.276201	-0.0110439	-0.00689331	2.15126e-05	-1.54217e-05	-163.735	-74.2706	17.6	
-0.0852139	0.275783	-2.00918	-0.275783	-0.00574694	-0.0036859	1.95657e-05	-1.39361e-05	-163.745	-74.2869	17.6333	
-0.0850746	0.275427	-2.00932	-0.275427	0.00329956	0.00179359	2.30224e-05	-1.61725e-05	-163.753	-74.3009	17.6667	
-0.0847902	0.274699	-2.0096	-0.274699	-0.0521739	-0.0317942	4.85992e-05	-3.31787e-05	-163.769	-74.3294	17.7468	
-0.0847381	0.274564	-2.00966	-0.274564	0.035093	0.0211282	3.03971e-05	-2.08268e-05	-163.773	-74.3348	17.7468	
-0.084627	0.274279	-2.00977	-0.274279	0.0132145	0.00783407	4.01263e-05	-2.76387e-05	-163.779	-74.346	17.7841	
-0.0839541	0.272558	-2.01044	-0.272558	-0.199795	-0.121113	4.39559e-05	-2.89206e-05	-163.818	-74.4133	17.8958	
-0.0840776	0.272866	-2.01032	-0.272866	0.0983453	0.059603	2.19882e-05	-1.46456e-05	-163.812	-74.4015	17.8958	
-0.0849475	0.275102	-2.00945	-0.275102	0.39445	0.238177	2.96347e-05	-2.05227e-05	-163.76	-74.3137	17.7	
-0.0848012	0.274727	-2.00959	-0.274727	4.11266e-05	-0.000151641	3.03557e-05	-2.07803e-05	-163.769	-74.3284	17.7333	
-0.0846431	0.274321	-2.00975	-0.274321	-0.00473103	-0.0030241	2.70449e-05	-1.83064e-05	-163.778	-74.3443	17.7667	
-0.0844819	0.273907	-2.00991	-0.273907	-0.00622831	-0.00391672	2.25198e-05	-1.50736e-05	-163.788	-74.3606	17.8	
-0.084326	0.273506	-2.01007	-0.273506	-0.00444932	-0.00282954	1.91244e-05	-1.26859e-05	-163.797	-74.3763	17.8333	
-0.0841839	0.27314	-2.01021	-0.27314	0.000607293	0.000237471	1.85862e-05	-1.23009e-05	-163.805	-74.3907	17.8667	
-0.0838324	0.272233	-2.01056	-0.272233	-0.0828558	-0.049991	3.97856e-05	-2.70087e-05	-163.826	-74.4264	17.9703	
-0.0837883	0.272121	-2.01061	-0.272121	0.0397021	0.0237396	2.32248e-05	-1.56069e-05	-163.829	-74.4308	17.9703	
-0.0837005	0.271894	-2.01069	-0.271894	0.0212317	0.0126922	3.59782e-05	-2.39136e-05	-163.834	-74.4397	18.0075	
-0.0829671	0.269993	-2.01143	-0.269993	-0.239526	-0.143848	3.94254e-05	-2.72866e-05	-163.878	-74.5146	18.1192	
-0.083159	0.270497	-2.01124	-0.270497	0.137934	0.0824713	1.78495e-05	-1.19932e-05	-163.866	-74.4946	18.1192	
-0.0840635	0.27283	-2.01033	-0.27283	0.413193	0.248838	2.27973e-05	-1.5206e-05	-163.812	-74.4029	17.9	
-0.0839386	0.272508	-2.01046	-0.272508	0.00682874	0.00401467	2.56521e-05	-1.72761e-05	-163.82	-74.4156	17.9333	
-0.0837961	0.27214	-2.0106	-0.27214	-0.000108239	-0.000173635	2.34743e-05	-1.59452e-05	-163.828	-74.43	17.9667	
-0.0836444	0.271749	-2.01075	-0.271749	-0.0036527	-0.00231711	1.90301e-05	-1.30288e-05	-163.837	-74.4454	18	
-0.0834923	0.271357	-2.0109	-0.271357	-0.00380319	-0.00241565	1.49237e-05	-1.02727e-05	-163.846	-74.4608	18.0333	
-0.0833484	0.270985	-2.01105	-0.270985	-0.000558246	-0.000469179	1.29095e-05	-8.8726e-06	-163.855	-74.4754	18.0667	
-0.0832212	0.270658	-2.01117	-0.270658	0.00608353	0.00352248	1.44159e-05	-9.78821e-06	-163.862	-74.4883	18.1	
-0.0829361	0.269923	-2.01146	-0.269923	-0.0561337	-0.0339353	4.10225e-05	-2.68014e-05	-163.879	-74.5171	18.1937	
-0.0828808	0.269778	-2.01151	-0.269778	0.0329559	0.0197729	2.35379e-05	-1.54482e-05	-163.883	-74.5229	18.1937	
-0.0827905	0.269544	-2.0116	-0.269544	0.0199642	0.0118961	3.16937e-05	-2.09629e-05	-163.888	-74.5321	18.2309	
-0.0821935	0.268008	-2.0122	-0.268008	-0.177383	-0.106953	4.86669e-05	-3.08427e-05	-163.923	-74.5922	18.3426	
-0.0822778	0.268217	-2.01212	-0.268217	0.0836266	0.0504942	2.0069e-05	-1.28634e-05	-163.919	-74.5843	18.3426	
-0.0831144	0.270382	-2.01128	-0.270382	0.391518	0.235132	2.09369e-05	-1.39666e-05	-163.869	-74.4991	18.1333	
-0.0829932	0.27007	-2.0114	-0.27007	0.00813062	0.00476397	2.47128e-05	-1.62661e-05	-163.876	-74.5114	18.1667	
-0.0828562	0.269715	-2.01154	-0.269715	0.0015545	0.000821124	2.42371e-05	-1.57684e-05	-163.884	-74.5253	18.2	
-0.0827111	0.26934	-2.01168	-0.26934	-0.00185561	-0.00121849	2.14716e-05	-1.38168e-05	-163.893	-74.5401	18.2333	
-0.0825661	0.268965	-2.01183	-0.268965	-0.00209836	-0.00135472	1.85323e-05	-1.18172e-05	-163.901	-74.5549	18.2667	
-0.082429	0.268609	-2.01197	-0.268609	0.000827649	0.000412594	1.71223e-05	-1.08774e-05	-163.909	-74.5688	18.3	
-0.0823077	0.268294	-2.01209	-0.268294	0.00692374	0.00408368	1.87792e-05	-1.19968e-05	-163.917	-74.5812	18.3333	
-0.082046	0.267614	-2.01235	-0.267614	-0.0507288	-0.0304321	3.40775e-05	-2.23348e-05	-163.932	-74.608	18.4171	
-0.0820091	0.26752	-2.01239	-0.26752	0.0419893	0.0250245	2.2562e-05	-1.46346e-05	-163.935	-74.6117	18.4171	
-0.0819124	0.267268	-2.01248	-0.267268	0.0165741	0.0098693	3.27469e-05	-2.10071e-05	-163.94	-74.6216	18.4543	
-0.0812639	0.265575	-2.01313	-0.265575	-0.21341	-0.127468	2.59423e-05	-1.75062e-05	-163.98	-74.6885	18.5661	
-0.0814327	0.266023	-2.01296	-0.266023	0.130751	0.077796	1.58032e-05	-1.02964e-05	-163.969	-74.6706	18.5661	
-0.0821974	0.268008	-2.0122	-0.268008	0.365938	0.219281	2.25589e-05	-1.45823e-05	-163.923	-74.5925	18.3667	
-0.0820712	0.26768	-2.01232	-0.26768	0.00472414	0.002767	2.18568e-05	-1.42749e-05	-163.931	-74.6054	18.4	
-0.0819346	0.267325	-2.01246	-0.267325	0.00055399	0.000257385	1.83398e-05	-1.20962e-05	-163.939	-74.6194	18.4333	
-0.0817949	0.266962	-2.0126	-0.266962	-0.000632779	-0.000463614	1.4404e-05	-9.58172e-06	-163.948	-74.6337	18.4667	
-0.0816594	0.266611	-2.01274	-0.266611	0.00116516	0.000604198	1.18085e-05	-7.88274e-06	-163.956	-74.6475	18.5	
-0.0815357	0.26629	-2.01286	-0.26629	0.00594912	0.00346105	1.17518e-05	-7.78991e-06	-163.963	-74.6601	18.5333	
-0.0812246	0.265483	-2.01317	-0.265483	-0.0695603	-0.041794	3.60632e-05	-2.28007e-05	-163.982	-74.6918	18.6405	
-0.0811736	0.265349	-2.01322	-0.265349	0.0339722	0.0203179	1.96176e-05	-1.24682e-05	-163.985	-74.6971	18.6405	
-0.0810966	0.265149	-2.0133	-0.265149	0.0243712	0.014504	2.84681e-05	-1.82731e-05	-163.989	-74.705	18.6778	
-0.080486	0.263569	-2.01391	-0.263569	-0.188218	-0.112956	4.70229e-05	-2.88717e-05	-164.025	-74.7669	18.7895	
-0.080598	0.26385	-2.0138	-0.26385	0.0950722	0.0571583	1.78644e-05	-1.1102e-05	-164.019	-74.7561	18.7895	
-0.081431	0.266019	-2.01296	-0.266019	0.39761	0.237768	1.5936e-05	-1.0379e-05	-163.969	-74.6708	18.5667	
-0.0813253	0.265744	-2.01307	-0.265744	0.0131596	0.00777475	2.08587e-05	-1.33654e-05	-163.976	-74.6816	18.6	
-0.0812006	0.26542	-2.01319	-0.26542	0.00521877	0.00303206	2.14865e-05	-1.35879e-05	-163.983	-74.6943	18.6333	
-0.081065	0.265068	-2.01333	-0.265068	0.000479964	0.000205745	1.93603e-05	-1.20929e-05	-163.991	-74.7082	18.6667	
-0.0809261	0.264706	-2.01347	-0.264706	-0.00105538	-0.000703893	1.65173e-05	-1.02039e-05	-164	-74.7224	18.7	
-0.0807918	0.264356	-2.0136	-0.264356	0.000614183	0.000303376	1.467e-05	-9.00534e-06	-164.008	-74.7362	18.7333	
-0.0806701	0.264039	-2.01373	-0.264039	0.00549009	0.00322783	1.52097e-05	-9.36843e-06	-164.015	-74.7487	18.7667	
-0.080381	0.263283	-2.01401	-0.263283	-0.0648664	-0.0387091	3.30383e-05	-2.10829e-05	-164.033	-74.7785	18.8639	
-0.0803398	0.263177	-2.01406	-0.263177	0.0398684	0.0236655	2.00287e-05	-1.26454e-05	-164.035	-74.7826	18.8639	
-0.0802557	0.262957	-2.01414	-0.262957	0.0207521	0.0123374	3.00638e-05	-1.87445e-05	-164.04	-74.7913	18.9012	
-0.0796212	0.26129	-2.01477	-0.26129	-0.214176	-0.127351	3.19498e-05	-2.0991e-05	-164.079	-74.8571	19.0129	
-0.0797746	0.261702	-2.01462	-0.261702	0.126444	0.0748858	1.56176e-05	-9.9375e-06	-164.069	-74.8406	19.0129	
-0.0805662	0.263767	-2.01383	-0.263767	0.383533	0.228903	1.94304e-05	-1.21334e-05	-164.021	-74.7594	18.8	
